person1,person2,image1,image2,relationship,family
Q276191,Q230199,http://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Thomas%20Marjorie%20Lord%201957.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Archer%2C%201989-03-cropped.jpg,parent - child,1425
Q276191,Q230199,http://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Thomas%20Marjorie%20Lord%201957.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20Archer%2C%201989-03-cropped.jpg,parent - child,1425
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q9696,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/John%20F.%20Kennedy%2C%20White%20House%20color%20photo%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q165421,Q230303,http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20Pitcher%20presented%20to%20White%20House%20%28Portrait%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Caroline%20Kennedy%2C%20U.S.%20Ambassador%202.jpg,parent - child,518
Q701990,Q230433,http://commons.wikimedia.org/wiki/Special:FilePath/Hisashi%20Owada%202005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Empress%20Masako%20at%20TICAD7.jpg,parent - child,1145
Q701990,Q230433,http://commons.wikimedia.org/wiki/Special:FilePath/Hisashi%20Owada%202005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Empress%20Masako%20at%20TICAD7.jpg,parent - child,1145
Q562257,Q230523,http://commons.wikimedia.org/wiki/Special:FilePath/Geoffrey%20Lewis%20-%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juliette%20Lewis%20by%20David%20Shankbone%20%28cropped%29.jpg,parent - child,4545
Q562257,Q230523,http://commons.wikimedia.org/wiki/Special:FilePath/Geoffrey%20Lewis%20-%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juliette%20Lewis%20by%20David%20Shankbone%20cropped.jpg,parent - child,4545
Q562257,Q230523,http://commons.wikimedia.org/wiki/Special:FilePath/Geoffrey%20Lewis%20-%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juliette%20Lewis%20by%20David%20Shankbone%20%28cropped%29.jpg,parent - child,4545
Q562257,Q230523,http://commons.wikimedia.org/wiki/Special:FilePath/Geoffrey%20Lewis%20-%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juliette%20Lewis%20by%20David%20Shankbone%20cropped.jpg,parent - child,4545
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q235084,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/Kate%20McGarrigle.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Rufus%20Wainwright%2C%20Berlin%202010.jpg,parent - child,2097
Q437752,Q192402,http://commons.wikimedia.org/wiki/Special:FilePath/LoudonWainwrightIIIPerforming.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rufus%20Wainwright%20Sundance.jpg,parent - child,2097
Q939557,Q192635,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Koeman%2C%20Blauw-Wit%2C%201962.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Koeman%20%282014%29%20%28cropped%29.jpg,parent - child,2686
Q939557,Q192635,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Koeman%2C%20Blauw-Wit%2C%201962.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Koeman%20%282014%29%20%28cropped%29.jpg,parent - child,2686
Q46064390,Q192715,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%8E%8B%E9%9B%8B%E8%8B%B1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Ting%202023.jpg,parent - child,80
Q4086801,Q192825,http://commons.wikimedia.org/wiki/Special:FilePath/RBilyaletdinov.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%91%D0%B8%D0%BB%D1%8F%D0%BB%D0%B5%D1%82%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2%20%D0%94%D0%B8%D0%BD%D0%B8%D1%8F%D1%80.jpg,parent - child,498
Q4910042,Q192936,http://commons.wikimedia.org/wiki/Special:FilePath/1953-04-25%20Mille%20Miglia%20Ferrari%20166%200272M%20Cacciari%20Mason%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nick%20Mason%202018%20%28cropped2%29.jpg,parent - child,5246
Q319527,Q193504,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Cassel%202006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Cassel%20Cannes%202018.jpg,parent - child,2626
Q319527,Q193504,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Cassel%202006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Cassel%20Cannes%202018.jpg,parent - child,2626
Q56094,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Ford%20Coppola%20on%20December%208%2C%202024%20in%20the%20White%20House%20Oval%20Office%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q56094,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Ford%20Coppola%20on%20December%208%2C%202024%20in%20the%20White%20House%20Oval%20Office%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q56094,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Ford%20Coppola%20on%20December%208%2C%202024%20in%20the%20White%20House%20Oval%20Office%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q56094,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Ford%20Coppola%20on%20December%208%2C%202024%20in%20the%20White%20House%20Oval%20Office%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q4943414,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20Coppola%20%2815562774472%29%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q4943414,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20Coppola%20%2815562774472%29%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q4943414,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20Coppola%20%2815562774472%29%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q4943414,Q193628,http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20Coppola%20%2815562774472%29%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SofiaCoppPicCen081223%20%289%20of%2022%29%20%2853387864406%29%20%28cropped%29.jpg,parent - child,5350
Q317478,Q195522,http://commons.wikimedia.org/wiki/Special:FilePath/Abdul%20Zahir%20White%20House.png,http://commons.wikimedia.org/wiki/Special:FilePath/Artworks-lGgwNPoyyCXUjfzG-l544zQ-t500x500.jpg,parent - child,2798
Q16200336,Q194419,http://commons.wikimedia.org/wiki/Special:FilePath/Eve%20Branson.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/5.3.10RichardBransonByDavidShankbone.jpg,parent - child,5473
Q12089707,Q196382,http://commons.wikimedia.org/wiki/Special:FilePath/Painting%20by%20Iryna%20Vyshes%20Self-portrait%20with%20son-1981.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Artist%20Glib%20Vyshes%202018.jpg,parent - child,4224
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q23505,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q4100648,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,grandparent - child,680
Q4100648,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,grandparent - child,680
Q4100648,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,grandparent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q190628,Q221997,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeb%20Bush%20%2845866471945%29%20%283%29.jpg,parent - child,680
Q2856432,Q234210,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Clarke%20Mickey%20Horton%20Days%20of%20Our%20Lives%201967.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/MelindaClarkeTIFFSept2011.jpg,parent - child,5521
Q4924853,Q234271,http://commons.wikimedia.org/wiki/Special:FilePath/Zenkei%20Blanche%20Hartman.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nina%20Hartley%20AEE%202013.jpg,parent - child,1200
Q935982,Q234304,http://commons.wikimedia.org/wiki/Special:FilePath/Vaqif%20Mustafazad%C9%99.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Aziza%20BakuJazz2007.jpg,parent - child,552
Q238402,Q234388,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rebbie%20Jackson.jpg,parent - child,542
Q238402,Q234388,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rebbie%20Jackson.jpg,parent - child,542
Q238402,Q234388,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rebbie%20Jackson.jpg,parent - child,542
Q238402,Q234388,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rebbie%20Jackson.jpg,parent - child,542
Q238402,Q234388,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rebbie%20Jackson.jpg,parent - child,542
